"","Dendritic_quanTIseq","NK_quanTIseq","T.CD8_quanTIseq","Tregs_quanTIseq","Mouse_treatment","Condition","Timepoint","ICB_study","GSM_ID","Cell_Line","Cancer_type","Study_ID"
"SRX5807103",0,0.0023713914,0.0004440478,0.002348692,"no_treatment",NA,NA,NA,"GSM3755949","Mvt1","Mammary carcinoma","GSE130900"
"SRX5807104",0,0.002238441,0.0005195682,0.002986594,"no_treatment",NA,NA,NA,"GSM3755950","Mvt1","Mammary carcinoma","GSE130900"
"SRX5807105",0,0.0019954326,0.0004595072,0.002211098,"no_treatment",NA,NA,NA,"GSM3755951","Mvt1","Mammary carcinoma","GSE130900"
"SRX5807106",0,0.002364558,0.0006007598,0.002749182,"no_treatment","Rnaseh2c_knockdown",NA,NA,"GSM3755952","Mvt1","Mammary carcinoma","GSE130900"
"SRX5807107",0.00010387224,0.0021541464,0.0004212384,0.002014388,"no_treatment","Rnaseh2c_knockdown",NA,NA,"GSM3755953","Mvt1","Mammary carcinoma","GSE130900"
"SRX5807108",0,0.001990551,0.000516875,0.002043466,"no_treatment","Rnaseh2c_knockdown",NA,NA,"GSM3755954","Mvt1","Mammary carcinoma","GSE130900"
"SRX5807109",0,0.0018679422,0.0004919672,0.00209358,"no_treatment","Rnaseh2c_knockdown",NA,NA,"GSM3755955","Mvt1","Mammary carcinoma","GSE130900"
"SRX5807116",0.0035309112,0.0007813446,1.2900478e-05,0.0004063018,"no_treatment",NA,NA,NA,"GSM3755963","Mvt1","Mammary carcinoma","GSE130900"
"SRX5807117",0.0024497628,0.0006780372,6.354936e-05,0.0001868198,"no_treatment",NA,NA,NA,"GSM3755966","Mvt1","Mammary carcinoma","GSE130900"
"SRX5807118",0.003035181,0.0007935342,0.00014208478,0.000358541,"no_treatment",NA,NA,NA,"GSM3755968","Mvt1","Mammary carcinoma","GSE130900"
"SRX5807119",0.0034752504,0.0009197826,0.000220684,0.000707058,"no_treatment","Rnaseh2c_knockdown",NA,NA,"GSM3755971","Mvt1","Mammary carcinoma","GSE130900"
"SRX5807120",0.0035305926,0.0009088248,0.0003860242,0.0005204406,"no_treatment","Rnaseh2c_knockdown",NA,NA,"GSM3755973","Mvt1","Mammary carcinoma","GSE130900"
"SRX5807121",0.0037419798,0.0009741612,0.0004789724,0.0005266478,"no_treatment","Rnaseh2c_knockdown",NA,NA,"GSM3755975","Mvt1","Mammary carcinoma","GSE130900"
"SRX6095883",0.00119365122,0.000907939374,0.000231838846,0.000226803002,"vehicle",NA,NA,"Baseline","GSM3898688","4T1","Mammary carcinoma","GSE132529"
"SRX6095884",0.001102269342,0.000754204368,0.000103748244,0.00022788147,"vehicle",NA,NA,"Baseline","GSM3898689","4T1","Mammary carcinoma","GSE132529"
"SRX6095885",0.002870535666,0.001618287468,0.00020320566,0.000368549528,"vehicle",NA,NA,"Baseline","GSM3898690","4T1","Mammary carcinoma","GSE132529"
"SRX6095886",0.00182851257,0.000980362728,0.000219179092,0.000260730242,"antiPD1",NA,NA,"NR","GSM3898691","4T1","Mammary carcinoma","GSE132529"
"SRX6095887",0.002224034664,0.001119243858,0.000257914536,0.000304431338,"antiPD1",NA,NA,"NR","GSM3898692","4T1","Mammary carcinoma","GSE132529"
"SRX6095888",0.001423247856,0.000859021746,0.000190361244,0.000248486774,"antiPD1",NA,NA,"NR","GSM3898693","4T1","Mammary carcinoma","GSE132529"
"SRX6884966",0.0030390606,0.0009041034,0.00097724,0.0003148476,"no_treatment","Brca2_KO",NA,"Baseline","GSM4088892","4T1","Mammary carcinoma","GSE137818"
"SRX6884967",0.0020959686,0.0007440552,0.0009519668,0.0002351018,"no_treatment","Brca2_KO",NA,"Baseline","GSM4088893","4T1","Mammary carcinoma","GSE137818"
"SRX6884968",0.0022308966,0.0007040274,0.0005729212,0.000247094,"no_treatment","Brca2_KO",NA,"Baseline","GSM4088894","4T1","Mammary carcinoma","GSE137818"
"SRX6884969",0.002003454,0.0007808178,0.0004008588,0.0002915072,"no_treatment","Brca2_KO",NA,"Baseline","GSM4088895","4T1","Mammary carcinoma","GSE137818"
"SRX6884970",0.001660458,0.000764904,0.0009181578,0.0002783078,"no_treatment","Brca2_KO",NA,"Baseline","GSM4088896","4T1","Mammary carcinoma","GSE137818"
"SRX6884971",0.0006180258,0.0006702816,0.000208405,0.0002538566,"no_treatment","Brca1_KO",NA,"Baseline","GSM4088897","4T1","Mammary carcinoma","GSE137818"
"SRX6884972",0.0007104678,0.00054244878,1.3623268e-05,0.0003343814,"no_treatment","Brca1_KO",NA,"Baseline","GSM4088898","4T1","Mammary carcinoma","GSE137818"
"SRX6884973",0.0013390986,0.0008247204,3.117156e-05,0.000358183,"no_treatment","Brca1_KO",NA,"Baseline","GSM4088899","4T1","Mammary carcinoma","GSE137818"
"SRX6884974",0.0007425264,0.0006070356,0,0.0003529946,"no_treatment","Brca1_KO",NA,"Baseline","GSM4088900","4T1","Mammary carcinoma","GSE137818"
"SRX6884975",0.0006696378,0.0005605896,8.221948e-05,0.0003209416,"no_treatment","Brca1_KO",NA,"Baseline","GSM4088901","4T1","Mammary carcinoma","GSE137818"
"SRX6884976",0.0022301142,0.0008852472,0.0004275666,0.000435461,"no_treatment",NA,NA,NA,"GSM4088902","4T1","Mammary carcinoma","GSE137818"
"SRX6884977",0.0015911304,0.0006988668,0.0002097324,0.0004183824,"no_treatment",NA,NA,NA,"GSM4088903","4T1","Mammary carcinoma","GSE137818"
"SRX6884978",0.0020619954,0.000833883,9.748994e-05,0.000434163,"no_treatment",NA,NA,NA,"GSM4088904","4T1","Mammary carcinoma","GSE137818"
"SRX6884979",0.001727994,0.0009335754,6.889638e-05,0.0005494582,"no_treatment",NA,NA,NA,"GSM4088905","4T1","Mammary carcinoma","GSE137818"
"SRX6884980",0.0013108566,0.0008029296,5.649458e-05,0.0004695122,"no_treatment",NA,NA,NA,"GSM4088906","4T1","Mammary carcinoma","GSE137818"
"SRX6884998",0.0016309314,0.0006591702,0.0010410694,0.0003475548,"antiPD1","Brca2_KO",NA,"R","GSM4088916","4T1","Mammary carcinoma","GSE137818"
"SRX6884999",0.0019461282,0.0006982926,0.0012456152,0.000457825,"antiPD1","Brca2_KO",NA,"R","GSM4088917","4T1","Mammary carcinoma","GSE137818"
"SRX6885000",0.0018764058,0.0007486116,0.000656688,0.0003311464,"antiPD1","Brca2_KO",NA,"R","GSM4088918","4T1","Mammary carcinoma","GSE137818"
"SRX6885001",0.0018028176,0.0005730141,0.0010534364,0.0008193104,"antiPD1","Brca1_KO",NA,"NR","GSM4088919","4T1","Mammary carcinoma","GSE137818"
"SRX6885002",0.0014739102,0.00051213738,0.0012027868,0.0010966108,"antiPD1","Brca1_KO",NA,"NR","GSM4088920","4T1","Mammary carcinoma","GSE137818"
"SRX6885003",0.0006688584,0.00057137988,0,0.0003860132,"antiPD1","Brca1_KO",NA,"NR","GSM4088921","4T1","Mammary carcinoma","GSE137818"
"SRX6885004",4.7237382e-05,0.00050881092,0,0.0003257776,"antiPD1","Brca1_KO",NA,"NR","GSM4088922","4T1","Mammary carcinoma","GSE137818"
"SRX6885005",0.0003187119,0.000650793,3.20911e-05,0.0004233264,"antiPD1","Brca1_KO",NA,"NR","GSM4088923","4T1","Mammary carcinoma","GSE137818"
"SRX7124269",0.0033259134,0.0015628752,0.00013509328,0.0007825136,"no_treatment",NA,NA,NA,"GSM4156413","4T1","Mammary carcinoma","GSE140192"
"SRX7124270",0.0018752682,0.0007192152,1.2901876e-06,0.0003689394,"no_treatment",NA,NA,NA,"GSM4156414","4T1","Mammary carcinoma","GSE140192"
"SRX7124271",0.005639091,0.0015616596,3.003846e-05,0.0010558632,"no_treatment",NA,NA,NA,"GSM4156415","4T1","Mammary carcinoma","GSE140192"
"SRX7124272",0.0048064794,0.0018774978,0.0018208558,0.001519904,"no_treatment",NA,NA,NA,"GSM4156416","4T1","Mammary carcinoma","GSE140192"
"SRX7124273",0.00038684388,0.00020247708,9.016376e-06,6.125098e-05,"no_treatment",NA,NA,NA,"GSM4156417","4T1","Mammary carcinoma","GSE140192"
"SRX7124274",7.385514e-05,0.00022723068,0.00012590562,0.00018042738,"no_treatment",NA,NA,NA,"GSM4156418","4T1","Mammary carcinoma","GSE140192"
"SRX7124275",0.00160692,0.0006197256,0.0002529456,0.0003188482,"no_treatment",NA,NA,NA,"GSM4156419","4T1","Mammary carcinoma","GSE140192"
"SRX7124276",0.0017150556,0.00058304154,0.0003270704,0.0002982004,"no_treatment",NA,NA,NA,"GSM4156420","4T1","Mammary carcinoma","GSE140192"
"SRX7124277",0.0016501122,0.0006060456,0.0004884504,0.000337223,"no_treatment",NA,NA,NA,"GSM4156421","4T1","Mammary carcinoma","GSE140192"
"SRX7124278",0.001264194,0.00041747142,6.391522e-07,0.00019624724,"no_treatment",NA,NA,NA,"GSM4156422","Py230","Mammary adenocarcinoma","GSE140192"
"SRX7124279",0.0008634474,0.00033197238,1.196911e-05,0.00015980456,"no_treatment",NA,NA,NA,"GSM4156423","Py230","Mammary adenocarcinoma","GSE140192"
"SRX7124280",0.0010368654,0.00036382614,0,0.0002144958,"no_treatment",NA,NA,NA,"GSM4156424","Py230","Mammary adenocarcinoma","GSE140192"
"SRX7124281",0.001556973,0.0007350642,0.0002416726,0.0004150662,"no_treatment",NA,NA,NA,"GSM4156425","Py230","Mammary adenocarcinoma","GSE140192"
"SRX7124282",0.0007385886,0.00040072218,6.299058e-05,0.00016191426,"no_treatment",NA,NA,NA,"GSM4156426","Py230","Mammary adenocarcinoma","GSE140192"
"SRX7124283",0.00021604038,0.00019235298,1.2449438e-06,7.904514e-05,"no_treatment",NA,NA,NA,"GSM4156427","Py230","Mammary adenocarcinoma","GSE140192"
"SRX7124284",0.0025917294,0.000654894,0.0002872824,0.0004816934,"no_treatment",NA,NA,NA,"GSM4156428","Py230","Mammary adenocarcinoma","GSE140192"
"SRX7124285",0.0026437062,0.00047286012,0.00013192412,0.0002720856,"no_treatment",NA,NA,NA,"GSM4156429","Py230","Mammary adenocarcinoma","GSE140192"
"SRX7124286",0.002412576,0.0006869454,0.0003925144,0.0005414384,"no_treatment",NA,NA,NA,"GSM4156430","Py230","Mammary adenocarcinoma","GSE140192"
"SRX7677796",0.0011007096,0.00054702306,0.00012064074,0.00017963922,"no_treatment",NA,NA,NA,"GSM4296349","Py8119","Mammary adenocarcinoma","GSE144787"
"SRX7677797",0.0013495932,0.0006143952,3.111542e-05,0.0002675652,"no_treatment",NA,NA,NA,"GSM4296350","Py8119","Mammary adenocarcinoma","GSE144787"
"SRX7677798",0.0014532522,0.0007076886,0.00016254544,0.0002345578,"no_treatment",NA,NA,NA,"GSM4296351","Py8119","Mammary adenocarcinoma","GSE144787"
"SRX7677799",0.0024978348,0.0008909478,2.396976e-05,0.0002917708,"no_treatment",NA,NA,NA,"GSM4296352","Py8119","Mammary adenocarcinoma","GSE144787"
"SRX7810891",0,0.0002657244,0,0.00016609494,"no_treatment",NA,NA,NA,"GSM4351981","4T1","Mammary carcinoma","GSE146012"
"SRX7810892",0,0.00024621186,0,0.0002085586,"no_treatment",NA,NA,NA,"GSM4351982","4T1","Mammary carcinoma","GSE146012"
"SRX7810893",0,0.00030836376,0,0.0002725938,"no_treatment",NA,NA,NA,"GSM4351983","4T1","Mammary carcinoma","GSE146012"
"SRX7810894",0,0.00026283432,0,0.0002698376,"no_treatment",NA,NA,NA,"GSM4351984","4T1","Mammary carcinoma","GSE146012"
"SRX7810895",0,0.00026837454,0,0.000280357,"no_treatment",NA,NA,NA,"GSM4351985","4T1","Mammary carcinoma","GSE146012"
"SRX7810896",0,0.00032876484,0,0.0002101788,"no_treatment",NA,NA,NA,"GSM4351986","4T1","Mammary carcinoma","GSE146012"
"SRX7810897",0,0.00044692008,0,0.0002603478,"no_treatment",NA,NA,NA,"GSM4351987","4T1","Mammary carcinoma","GSE146012"
"SRX7810898",0,0.00037243866,0,0.000220013,"no_treatment",NA,NA,NA,"GSM4351988","4T1","Mammary carcinoma","GSE146012"
"SRX8062813",0.0018974556,0.001201794,0.00019601256,0.0005365608,"no_treatment",NA,NA,NA,"GSM4454983","E0771","Mammary adenocarcinoma","GSE148149"
"SRX8062814",0.0022144302,0.0012251994,0.0002541176,0.000491844,"no_treatment",NA,NA,NA,"GSM4454984","E0771","Mammary adenocarcinoma","GSE148149"
"SRX8062815",0.0014208906,0.0011210178,0.000490376,0.000569159,"no_treatment",NA,NA,NA,"GSM4454985","E0771","Mammary adenocarcinoma","GSE148149"
"SRX8062816",0.0029518638,0.001834479,0.0005199248,0.0006489084,"no_treatment",NA,NA,NA,"GSM4454986","E0771","Mammary adenocarcinoma","GSE148149"
"SRX8062817",0.002013273,0.001679355,0.0010102806,0.0007300416,"no_treatment",NA,NA,NA,"GSM4454987","E0771","Mammary adenocarcinoma","GSE148149"
"SRX8062818",0.001778232,0.0014882082,0.0004636722,0.0006139676,"no_treatment",NA,NA,NA,"GSM4454988","E0771","Mammary adenocarcinoma","GSE148149"
"SRX8369578",0.0037822812,0.0013290708,0.0007909396,0.0005319272,"no_treatment",NA,NA,NA,"GSM4561162","4T1","Mammary carcinoma","GSE150928"
"SRX8369580",0.0014325558,0.0007102554,0.0002021164,0.0004474226,"no_treatment",NA,NA,NA,"GSM4561164","4T1","Mammary carcinoma","GSE150928"
"SRX8369581",0.0023063076,0.0012597756,0.0004415526,0.0006534788,"no_treatment",NA,NA,NA,"GSM4561165","4T1","Mammary carcinoma","GSE150928"
"SRX8369582",0.0017483568,0.000828762,0.0004906342,0.0005220998,"no_treatment",NA,NA,NA,"GSM4561166","4T1","Mammary carcinoma","GSE150928"
"SRX8369583",0.0014898882,0.0009655242,0.0003036638,0.0007369,"no_treatment",NA,NA,NA,"GSM4561167","4T1","Mammary carcinoma","GSE150928"
"SRX8369584",0.002185041,0.0009344346,0.0003020782,0.0003362354,"no_treatment",NA,NA,NA,"GSM4561168","4T1","Mammary carcinoma","GSE150928"
"SRX8369585",0.0021616968,0.0010055106,5.226714e-05,0.0004802458,"no_treatment",NA,NA,NA,"GSM4561169","4T1","Mammary carcinoma","GSE150928"
"SRX8369586",0.0008612814,0.0008633292,4.158466e-05,0.000436553,"no_treatment",NA,NA,NA,"GSM4561170","4T1","Mammary carcinoma","GSE150928"
"SRX8369587",0.0022225662,0.0008076276,8.422406e-05,0.000300197,"no_treatment",NA,NA,NA,"GSM4561171","4T1","Mammary carcinoma","GSE150928"
"SRX8369588",0.001069494,0.0008295852,0,0.000331385,"no_treatment",NA,NA,NA,"GSM4561172","4T1","Mammary carcinoma","GSE150928"
"SRX8369589",0.0013469022,0.000812391,0.000351903,0.0004056656,"no_treatment",NA,NA,NA,"GSM4561173","4T1","Mammary carcinoma","GSE150928"
"SRX8369590",0.0010778316,0.0007358088,0,0.0003576436,"no_treatment",NA,NA,NA,"GSM4561174","4T1","Mammary carcinoma","GSE150928"
"SRX8369591",0.0006430788,0.0007144812,0,0.0003839436,"no_treatment",NA,NA,NA,"GSM4561175","4T1","Mammary carcinoma","GSE150928"
"SRX8369592",0.001301043,0.0008971074,1.1324706e-05,0.0004219628,"no_treatment",NA,NA,NA,"GSM4561176","4T1","Mammary carcinoma","GSE150928"
"SRX8369593",0.0017324658,0.0007827336,0.00010838136,0.0003791308,"no_treatment",NA,NA,NA,"GSM4561177","4T1","Mammary carcinoma","GSE150928"
"SRX8369737",0.0006695598,0.0007426242,2.784056e-05,0.0004187746,"no_treatment",NA,NA,NA,"GSM4561178","4T1","Mammary carcinoma","GSE150928"
"SRX8369738",0.0025638,0.0012668796,0.0004371956,0.0004250638,"no_treatment",NA,NA,NA,"GSM4561179","4T1","Mammary carcinoma","GSE150928"
"SRX8369739",0.0016916448,0.00098358,0.0003819718,0.0003118272,"no_treatment",NA,NA,NA,"GSM4561180","4T07","Mammary carcinoma","GSE150928"
"SRX8369740",0.0026250756,0.0010294212,0.0002170882,0.0004034442,"no_treatment",NA,NA,NA,"GSM4561181","4T07","Mammary carcinoma","GSE150928"
"SRX8369741",0.002344389,0.0011359986,0.0002270994,0.0003898528,"no_treatment",NA,NA,NA,"GSM4561182","4T07","Mammary carcinoma","GSE150928"
"SRX8369742",0.0027124374,0.0013702146,0.0006991362,0.000489238,"no_treatment",NA,NA,NA,"GSM4561183","4T07","Mammary carcinoma","GSE150928"
"SRX8369743",0.002284059,0.0011095422,0.0002750652,0.0003681504,"no_treatment",NA,NA,NA,"GSM4561184","4T07","Mammary carcinoma","GSE150928"
"SRX8369744",0.0018001182,0.0009906636,0.0003077126,0.0003307746,"no_treatment",NA,NA,NA,"GSM4561185","4T07","Mammary carcinoma","GSE150928"
"SRX8369745",0.0015269688,0.0006059142,0.000225572,0.0003551724,"no_treatment",NA,NA,NA,"GSM4561186","6DT1","Mammary carcinoma","GSE150928"
"SRX8369746",0.0014082294,0.00059143782,0.0002619774,0.0003526752,"no_treatment",NA,NA,NA,"GSM4561187","6DT1","Mammary carcinoma","GSE150928"
"SRX8369747",0.002407713,0.0006915432,0.0002022346,0.0003859714,"no_treatment",NA,NA,NA,"GSM4561188","6DT1","Mammary carcinoma","GSE150928"
"SRX8369749",0.001692876,0.0007218426,0.000244818,0.0004591314,"no_treatment",NA,NA,NA,"GSM4561190","6DT1","Mammary carcinoma","GSE150928"
"SRX8369750",0.0011781024,0.00053931366,2.840062e-05,0.0003503428,"no_treatment",NA,NA,NA,"GSM4561191","6DT1","Mammary carcinoma","GSE150928"
"SRX8369751",0.0020474658,0.00055025154,0.00011477174,0.0002445128,"no_treatment",NA,NA,NA,"GSM4561192","6DT1","Mammary carcinoma","GSE150928"
"SRX8369752",0.0019308168,0.0011293572,0.0004603392,0.0011127328,"no_treatment",NA,NA,NA,"GSM4561193","6DT1","Mammary carcinoma","GSE150928"
"SRX8369753",0.001101168,0.00059974944,8.278168e-05,0.0003528654,"no_treatment",NA,NA,NA,"GSM4561194","6DT1","Mammary carcinoma","GSE150928"
"SRX8369754",0.002493624,0.000506457,7.154958e-05,0.00019901942,"no_treatment",NA,NA,NA,"GSM4561195","6DT1","Mammary carcinoma","GSE150928"
"SRX8369755",0.0013214922,0.0005048178,6.660992e-05,0.0003690542,"no_treatment",NA,NA,NA,"GSM4561196","6DT1","Mammary carcinoma","GSE150928"
"SRX8369756",0.0023490162,0.0003014277,0.0009628982,0.0004650374,"no_treatment",NA,NA,NA,"GSM4561197","6DT1","Mammary carcinoma","GSE150928"
"SRX8369757",0.002188491,0.00036665166,5.063282e-05,0.000251978,"no_treatment",NA,NA,NA,"GSM4561198","6DT1","Mammary carcinoma","GSE150928"
"SRX8369758",0.0025072824,0.0005823306,8.926714e-05,0.0002628152,"no_treatment",NA,NA,NA,"GSM4561199","6DT1","Mammary carcinoma","GSE150928"
"SRX8369759",0.001956342,0.00044880618,2.172756e-05,0.0002048072,"no_treatment",NA,NA,NA,"GSM4561200","6DT1","Mammary carcinoma","GSE150928"
"SRX8369760",0.0024154602,0.00049672212,6.029114e-05,0.00018702564,"no_treatment",NA,NA,NA,"GSM4561201","6DT1","Mammary carcinoma","GSE150928"
"SRX8369761",0.0017168526,0.00034619724,1.9933808e-05,0.00010687392,"no_treatment",NA,NA,NA,"GSM4561202","6DT1","Mammary carcinoma","GSE150928"
"SRX8369763",0.0009158454,0.00026175666,0,8.6864e-05,"no_treatment",NA,NA,NA,"GSM4561204","6DT1","Mammary carcinoma","GSE150928"
"SRX8369764",0.0021169008,0.00040606812,1.540135e-06,0.00015655944,"no_treatment",NA,NA,NA,"GSM4561205","6DT1","Mammary carcinoma","GSE150928"
"SRX8369765",0.0009927414,0.00028156668,0,0.00010595042,"no_treatment",NA,NA,NA,"GSM4561206","6DT1","Mammary carcinoma","GSE150928"
"SRX8369766",0.0018167898,0.00038299584,0,0.0001939622,"no_treatment",NA,NA,NA,"GSM4561207","6DT1","Mammary carcinoma","GSE150928"
"SRX8369767",0.0017295894,0.00040926264,0,0.000203642,"no_treatment",NA,NA,NA,"GSM4561208","6DT1","Mammary carcinoma","GSE150928"
"SRX8369768",0.0029250276,0.0011219904,2.465544e-05,0.000456613,"no_treatment",NA,NA,NA,"GSM4561209","67NR","Mammary carcinoma","GSE150928"
"SRX8369769",0.0041299974,0.0012982326,0.000564125,0.00037411,"no_treatment",NA,NA,NA,"GSM4561210","67NR","Mammary carcinoma","GSE150928"
"SRX8369770",0.0037450554,0.0009227364,6.331294e-05,0.000423608,"no_treatment",NA,NA,NA,"GSM4561211","67NR","Mammary carcinoma","GSE150928"
"SRX8369771",0.0031201662,0.000874755,6.465234e-05,0.0003142866,"no_treatment",NA,NA,NA,"GSM4561212","67NR","Mammary carcinoma","GSE150928"
"SRX8369772",0.0030429108,0.0008765094,8.72463e-05,0.0003510888,"no_treatment",NA,NA,NA,"GSM4561213","67NR","Mammary carcinoma","GSE150928"
"SRX8369773",0.0030601998,0.0008236398,0.0002138518,0.0003032104,"no_treatment",NA,NA,NA,"GSM4561214","67NR","Mammary carcinoma","GSE150928"
"SRX8369776",0.00059702376,0.00052478232,0,0.00019002716,"no_treatment",NA,NA,NA,"GSM4561217","Met1","Mammary carcinoma","GSE150928"
"SRX8369777",0.000664881,0.0006330486,4.026388e-05,0.00017204006,"no_treatment",NA,NA,NA,"GSM4561218","Met1","Mammary carcinoma","GSE150928"
"SRX8369778",0.0006300588,0.00020018316,0,9.02167e-05,"no_treatment",NA,NA,NA,"GSM4561219","D2A1","Mammary carcinoma","GSE150928"
"SRX8369779",0.0013262178,0.0003648219,7.240514e-05,0.00014407474,"no_treatment",NA,NA,NA,"GSM4561220","D2A1","Mammary carcinoma","GSE150928"
"SRX8369780",0.0010765638,0.0003477639,0,0.00011596866,"no_treatment",NA,NA,NA,"GSM4561221","D2A1","Mammary carcinoma","GSE150928"
"SRX8369781",0.0012214638,0.00037064136,3.422602e-05,0.00013212738,"no_treatment",NA,NA,NA,"GSM4561222","D2A1","Mammary carcinoma","GSE150928"
"SRX8369782",0.0027954066,0.0013327128,6.926834e-05,0.000526974,"no_treatment",NA,NA,NA,"GSM4561223","E0771","Mammary adenocarcinoma","GSE150928"
"SRX8369783",0.0027632052,0.0013709586,0,0.000401161,"no_treatment",NA,NA,NA,"GSM4561224","E0771","Mammary adenocarcinoma","GSE150928"
"SRX8369784",0.0026996592,0.0013380732,1.816951e-05,0.0004199024,"no_treatment",NA,NA,NA,"GSM4561225","E0771","Mammary adenocarcinoma","GSE150928"
"SRX8369785",0.0028583262,0.0013074786,6.973074e-05,0.0004288738,"no_treatment",NA,NA,NA,"GSM4561226","E0771","Mammary adenocarcinoma","GSE150928"
"SRX8369786",0.0039330852,0.0016754814,0.0005907204,0.0006379566,"no_treatment",NA,NA,NA,"GSM4561227","EMT6","Mammary carcinoma","GSE150928"
"SRX8369787",0.0034435998,0.0007705776,0.00292931,0.0010289178,"no_treatment",NA,NA,NA,"GSM4561228","EMT6","Mammary carcinoma","GSE150928"
"SRX8369788",0.0044213442,0.0019630668,0.0004110174,0.0007882042,"no_treatment",NA,NA,NA,"GSM4561229","EMT6","Mammary carcinoma","GSE150928"
"SRX8369789",0.0052677258,0.0023724216,0.0002622038,0.0007933576,"no_treatment",NA,NA,NA,"GSM4561230","EMT6","Mammary carcinoma","GSE150928"
"SRX8369790",0.0020763534,0.0004537791,4.894194e-05,0.0003607392,"no_treatment",NA,NA,NA,"GSM4561231","F311","Mammary carcinoma","GSE150928"
"SRX8369791",0.0027910872,0.0007511382,0.0007220972,0.000215126,"no_treatment",NA,NA,NA,"GSM4561232","F311","Mammary carcinoma","GSE150928"
"SRX8369792",0.0023831424,0.00046957296,0.000759419,0.00013509296,"no_treatment",NA,NA,NA,"GSM4561233","F311","Mammary carcinoma","GSE150928"
"SRX8369793",0.0025747206,0.00059358342,8.152724e-05,0.0003690022,"no_treatment",NA,NA,NA,"GSM4561234","F311","Mammary carcinoma","GSE150928"
"SRX8369794",0.0020881998,0.00042711906,0,0.0002681804,"no_treatment",NA,NA,NA,"GSM4561235","HRM1","Mammary carcinoma","GSE150928"
"SRX8369795",0.0017082324,0.0003423198,0,0.00012680002,"no_treatment",NA,NA,NA,"GSM4561236","HRM1","Mammary carcinoma","GSE150928"
"SRX8369796",0.0023650824,0.00050406936,0,0.0002238018,"no_treatment",NA,NA,NA,"GSM4561237","HRM1","Mammary carcinoma","GSE150928"
"SRX8369797",0.002190102,0.00048119232,0,0.0002040754,"no_treatment",NA,NA,NA,"GSM4561238","HRM1","Mammary carcinoma","GSE150928"
"SRX8369798",0.0040794432,0.000719643,0.00013484988,0.000270594,"no_treatment",NA,NA,NA,"GSM4561239","R3T","Mammary cancer, NOS","GSE150928"
"SRX8369799",0.002280516,0.0008578266,1.0727976e-05,0.00018925562,"no_treatment",NA,NA,NA,"GSM4561240","R3T","Mammary cancer, NOS","GSE150928"
"SRX8369800",0.0039265248,0.0011170182,0.0005283298,0.0002347624,"no_treatment",NA,NA,NA,"GSM4561241","R3T","Mammary cancer, NOS","GSE150928"
"SRX8369801",0.0028227642,0.0006794508,0.0001200806,0.0002831734,"no_treatment",NA,NA,NA,"GSM4561242","R3T","Mammary cancer, NOS","GSE150928"
"SRX8369802",0.002747718,0.0007055082,0.0002524866,0.000261944,"no_treatment",NA,NA,NA,"GSM4561243","TSAE1","Mammary adenocarcinoma","GSE150928"
"SRX8369803",0.003815886,0.000939096,0.0002239606,0.0003631056,"no_treatment",NA,NA,NA,"GSM4561244","TSAE1","Mammary adenocarcinoma","GSE150928"
"SRX8369804",0.0034195422,0.0009133542,6.51597e-05,0.000304873,"no_treatment",NA,NA,NA,"GSM4561245","TSAE1","Mammary adenocarcinoma","GSE150928"
"SRX8369805",0.0031294488,0.0007637352,0.00013788474,0.0003647486,"no_treatment",NA,NA,NA,"GSM4561246","TSAE1","Mammary adenocarcinoma","GSE150928"
"SRX8369806",0.0005840622,0.00048930348,0.0004524442,0.000533581,"no_treatment",NA,NA,NA,"GSM4561247","M6","Mammary adenocarcinoma","GSE150928"
